make,model,manufactured,reg_date,type_of_vehicle,category,transmission,curb_weight,power,engine_cap,no_of_owners,depreciation,coe,road_tax,dereg_value,mileage,omv,arf,price,make_encoded,model_encoded,manufactured_encoded,reg_date_encoded,type_of_vehicle_encoded,category_encoded
bmw,730li,2010.0,2011,luxury sedan,"coe car, premium ad car",0,1855.0,190.0,2996.0,4.0,14170.0,42683,3335.0,27960.0,153000.0,71889.0,71889.0,92800.0,8,261,6,7,1,3
toyota,previa,2014.0,2014,mpv,"coe car, premium ad car",0,1775.0,125.0,2362.0,1.0,13550.0,102423,1638.0,81938.0,135000.0,39534.0,47348.0,135000.0,3,97,13,14,2,3
porsche,macan,2016.0,2017,suv,parf car,0,1955.0,190.0,2967.0,3.0,31770.0,54556,3336.0,74168.0,79000.0,69812.0,97662.0,139800.0,25,64,8,1,0,0
mercedes-benz,cla180,2018.0,2019,luxury sedan,parf car,0,1430.0,90.0,1595.0,2.0,17620.0,25689,740.0,33944.0,95500.0,27941.0,31118.0,98999.0,1,75,0,8,1,0
honda,shuttle,2018.0,2018,stationwagon,"parf car, premium ad car",0,1190.0,97.0,1496.0,2.0,14920.0,38001,682.0,20980.0,79000.0,19068.0,9068.0,63800.0,2,28,0,0,7,1
mazda,3,2017.0,2017,mid-sized sedan,"parf car, premium ad car, low mileage car, sgcarmart warranty cars",0,1331.0,88.0,1496.0,2.0,14840.0,45109,682.0,21500.0,52000.0,19206.0,14206.0,49800.0,10,15,1,1,3,30
nissan,cabstar,2021.0,2022,truck,premium ad car,1,1760.0,19.0,1998.0,2.0,8660.0,37734,1815.0,29980.0,85027.0,22767.0,1139.0,68800.0,17,35,14,5,5,15
ford,ranger,2020.0,2021,truck,-,0,2420.0,19.0,1996.0,2.0,25250.0,39589,1208.0,26498.0,33000.0,19509.0,19509.0,169000.0,44,309,9,16,5,7
toyota,Other,1990.0,1991,sports car,"coe car, premium ad car",1,950.0,91.0,1998.0,6.0,17960.0,33018,1815.0,15261.0,177526.0,27805.0,41708.0,83000.0,3,17,29,21,4,3
mitsubishi,outlander,2015.0,2016,suv,"parf car, premium ad car, sgcarmart warranty cars",0,1530.0,123.0,2360.0,3.0,17980.0,49000,1636.0,19934.0,130000.0,18676.0,18676.0,44800.0,6,14,10,12,0,8
bmw,335i,2008.0,2009,luxury sedan,"coe car, premium ad car",0,1825.0,225.0,2979.0,6.0,17020.0,39936,3543.0,20832.0,133486.0,44835.0,44835.0,88800.0,8,219,3,6,1,3
maserati,granturismo,2012.0,2012,sports car,"coe car, premium ad car, low mileage car",0,1880.0,338.0,4691.0,3.0,22070.0,93644,6036.0,74582.0,108105.0,113408.0,113408.0,175800.0,46,229,12,13,4,2
mercedes-benz,e300,2021.0,2022,luxury sedan,"parf car, premium ad car, hybrid cars",0,1915.0,245.0,1991.0,1.0,25600.0,98889,1202.0,125686.0,38280.0,61479.0,67663.0,227800.0,1,283,14,5,1,11
mini,cooper,2008.0,2009,hatchback,"coe car, premium ad car",0,1105.0,88.0,1598.0,5.0,10700.0,25727,1113.0,11975.0,163308.0,28191.0,28191.0,49800.0,20,42,3,6,6,3
honda,mobilio,2015.0,2015,mpv,parf car,0,1160.0,88.0,1497.0,1.0,12290.0,61410,684.0,11045.0,153615.0,19587.0,14587.0,14800.0,2,202,10,10,2,0
volvo,xc40,2018.0,2018,mid-sized sedan,"parf car, premium ad car",0,1683.0,185.0,1969.0,3.0,20360.0,32551,1176.0,35367.0,82000.0,28426.0,31797.0,97888.0,16,151,0,0,3,1
honda,vezel,2016.0,2016,suv,"parf car, direct owner sale",0,1190.0,96.0,1496.0,4.0,14070.0,55100,682.0,17448.0,92132.0,20127.0,10178.0,34800.0,2,55,8,12,0,21
mercedes-benz,c180,2010.0,2010,luxury sedan,"coe car, premium ad car",0,1495.0,115.0,1796.0,5.0,11300.0,33568,1461.0,19865.0,150000.0,38917.0,38917.0,66888.0,1,8,6,19,1,3
bmw,420i,2019.0,2019,luxury sedan,"parf car, premium ad car, sgcarmart warranty cars",0,1540.0,135.0,1998.0,2.0,19100.0,42564,1210.0,60208.0,79800.0,46386.0,56941.0,119800.0,8,57,7,8,1,8
hyundai,avante,2019.0,2019,mid-sized sedan,"parf car, premium ad car",0,1345.0,93.0,1591.0,2.0,13370.0,26309,738.0,22258.0,66000.0,14488.0,14488.0,68800.0,12,40,7,8,3,1
citroen,c4,2019.0,2020,mpv,"parf car, premium ad car",0,1320.0,96.0,1199.0,1.0,14140.0,37766,508.0,42916.0,51209.0,24808.0,26732.0,98998.0,24,86,7,9,2,1
nissan,nv200,2015.0,2016,van,direct owner sale,1,1260.0,12.0,1461.0,4.0,12220.0,45001,1048.0,8026.0,172973.0,19981.0,1000.0,21800.0,17,108,10,12,9,59
volkswagen,golf,2017.0,2018,hatchback,"parf car, premium ad car, low mileage car",0,1257.0,81.0,999.0,2.0,13640.0,41400,392.0,26463.0,62000.0,18516.0,18516.0,56800.0,11,20,1,0,6,6
hyundai,i30,2020.0,2021,hatchback,"parf car, premium ad car, low mileage car, sgcarmart warranty cars",0,1395.0,88.0,998.0,1.0,14790.0,41996,392.0,40660.0,27000.0,16521.0,16521.0,107800.0,12,47,9,16,6,30
subaru,impreza,2006.0,2007,sports car,"coe car, premium ad car, low mileage car",1,1405.0,169.0,2457.0,1.0,18550.0,52660,2625.0,13288.0,145900.0,18957.0,20853.0,46800.0,7,9,4,2,4,2
toyota,alphard,2015.0,2016,mpv,"parf car, low mileage car",0,2090.0,206.0,3456.0,4.0,43580.0,49602,3100.0,35920.0,78800.0,41456.0,50039.0,98800.0,3,62,10,12,2,19
hyundai,elantra,2018.0,2018,mid-sized sedan,parf car,0,1345.0,93.0,1591.0,1.0,12940.0,36890,738.0,20360.0,122341.0,11591.0,11591.0,50800.0,12,21,0,0,3,0
mercedes-benz,Other,1982.0,1982,luxury sedan,Other,0,1570.0,95.0,2525.0,6.0,15190.0,35416,280.0,20522.0,55954.0,40596.0,60894.0,88000.0,1,17,41,31,1,23
suzuki,every,2022.0,2023,van,premium ad car,0,880.0,12.0,658.0,1.0,8360.0,78477,326.0,68350.0,71223.0,12645.0,633.0,72800.0,27,69,5,11,9,15
honda,vezel,2016.0,2017,suv,"parf car, hybrid cars",0,1280.0,112.0,1496.0,1.0,16890.0,57390,682.0,23046.0,139428.0,26512.0,5000.0,60800.0,2,55,8,1,0,20
maserati,granturismo,2009.0,2009,sports car,"coe car, premium ad car",0,1880.0,323.0,4691.0,6.0,23700.0,31335,7545.0,14517.0,160789.0,125751.0,125751.0,109800.0,46,229,15,6,4,3
citroen,berlingo,2014.0,2015,van,-,0,1420.0,12.0,1560.0,3.0,11880.0,42108,1278.0,4880.0,123700.0,18218.0,911.0,13800.0,24,235,13,10,9,7
mercedes-benz,c200,2015.0,2015,luxury sedan,"parf car, premium ad car",0,1465.0,135.0,1991.0,3.0,21800.0,71509,1202.0,32292.0,125000.0,39977.0,42968.0,47888.0,1,1,10,10,1,1
porsche,cayman,2008.0,2008,sports car,"coe car, premium ad car, low mileage car",0,1435.0,180.0,2687.0,6.0,29060.0,36888,3027.0,15230.0,84000.0,82062.0,82062.0,119999.0,25,162,3,3,4,2
honda,shuttle,2019.0,2019,stationwagon,parf car,0,1130.0,97.0,1496.0,1.0,13480.0,26659,682.0,19997.0,104800.0,20197.0,10276.0,69900.0,2,28,7,8,7,0
nissan,nv200,2020.0,2021,van,-,0,1220.0,12.0,1597.0,1.0,9870.0,28981,1039.0,18738.0,102557.0,22316.0,1116.0,63800.0,17,108,9,16,9,7
toyota,corolla,1991.0,1992,mid-sized sedan,"coe car, premium ad car",1,1201.0,86.0,1587.0,6.0,14770.0,25525,280.0,12238.0,4888.0,15851.0,23777.0,70800.0,3,99,22,22,3,3
bmw,318i,2000.0,2000,luxury sedan,coe car,0,1436.0,104.0,1895.0,6.0,11010.0,33018,1635.0,15840.0,110060.0,28903.0,40465.0,52800.0,8,12,21,20,1,9
mercedes-benz,amg,2017.0,2017,luxury sedan,"parf car, premium ad car",0,1430.0,90.0,1595.0,2.0,24080.0,47112,740.0,33708.0,62579.0,29406.0,28169.0,92800.0,1,29,1,1,1,1
mazda,2,2015.0,2015,stationwagon,parf car,0,1531.0,141.0,2488.0,2.0,15010.0,61010,1786.0,21739.0,25517.0,23890.0,25446.0,31800.0,10,18,10,10,7,0
chevrolet,cruze,2011.0,2011,mid-sized sedan,coe car,0,1310.0,80.0,1598.0,3.0,9940.0,23179,965.0,9322.0,148000.0,11692.0,11692.0,19988.0,29,255,11,7,3,9
porsche,panamera,2022.0,2023,sports car,"parf car, rare & exotic, low mileage car",0,1960.0,243.0,2894.0,2.0,54030.0,102002,2262.0,141602.0,7000.0,107765.0,177083.0,538000.0,25,144,5,11,4,57
audi,a5,2010.0,2010,sports car,"coe car, premium ad car",0,1655.0,155.0,1984.0,4.0,13610.0,40014,1672.0,25806.0,142391.0,48671.0,48671.0,87800.0,9,128,6,19,4,3
mini,cooper,2017.0,2017,hatchback,parf car,0,1320.0,100.0,1499.0,3.0,18800.0,54405,684.0,30213.0,83000.0,27721.0,25810.0,63800.0,20,42,1,1,6,0
toyota,hiace,2020.0,2020,van,-,1,1700.0,0.0,2982.0,2.0,13000.0,33089,3003.21150962459,20823.0,122590.0,28234.0,1412.0,81800.0,3,43,9,9,9,7
honda,shuttle,2016.0,2016,stationwagon,"parf car, hybrid cars",0,1190.0,101.0,1496.0,3.0,15640.0,54200,682.0,15236.0,100905.0,20636.0,5000.0,37800.0,2,28,8,12,7,20
volkswagen,touran,2015.0,2015,mpv,"parf car, premium ad car, low mileage car",0,1601.0,77.0,1598.0,2.0,13880.0,55889,1182.0,17971.0,68000.0,25068.0,22096.0,25500.0,11,184,10,10,2,6
kia,cerato,2015.0,2015,mid-sized sedan,"parf car, premium ad car",0,1295.0,95.0,1591.0,2.0,12570.0,57089,738.0,13957.0,140000.0,14542.0,14542.0,20388.0,18,37,10,10,3,1
porsche,macan,2016.0,2016,suv,parf car,0,1940.0,250.0,2997.0,2.0,38780.0,57903,2382.0,74257.0,98000.0,71445.0,100601.0,143377.0,25,64,8,12,0,0
honda,civic,2007.0,2008,sports car,"coe car, premium ad car, low mileage car",1,1270.0,165.0,1998.0,6.0,24960.0,52271,1815.0,18789.0,20000.0,27342.0,30077.0,89800.0,2,16,2,3,4,2
mercedes-benz,amg,2018.0,2019,suv,"parf car, premium ad car",0,1785.0,155.0,1991.0,3.0,23760.0,35310,1202.0,59769.0,169539.0,50307.0,62553.0,138800.0,1,29,0,8,0,1
seat,ibiza,2016.0,2016,hatchback,parf car,0,1140.0,81.0,999.0,2.0,11370.0,52668,392.0,15049.0,140000.0,16217.0,5000.0,28500.0,22,244,8,12,6,0
mercedes-benz,e200,2018.0,2018,luxury sedan,parf car,0,1605.0,135.0,1991.0,2.0,22730.0,37010,1202.0,60174.0,80600.0,55451.0,71812.0,118800.0,1,11,0,0,1,0
opel,combo,2020.0,2021,van,premium ad car,0,1420.0,12.0,1499.0,1.0,9370.0,37513,684.0,25170.0,134710.0,24475.0,1224.0,62888.0,30,276,9,16,9,15
volkswagen,polo,2015.0,2015,hatchback,parf car,0,1139.0,66.0,1197.0,3.0,14250.0,66590,508.0,8758.0,133000.0,17490.0,5000.0,15888.0,11,265,10,10,6,0
porsche,macan,2021.0,2021,suv,parf car,0,1920.0,195.0,1984.0,1.0,33930.0,70200,1194.0,116800.0,48000.0,63864.0,86956.0,292800.0,25,64,14,16,0,0
mercedes-benz,a200,2019.0,2019,hatchback,"parf car, premium ad car, sgcarmart warranty cars",0,1375.0,120.0,1332.0,2.0,18900.0,47000,586.0,52123.0,58000.0,35250.0,41350.0,113900.0,1,78,7,8,6,8
porsche,boxster,2007.0,2009,sports car,"imported used vehicle, coe car, low mileage car",0,1440.0,180.0,2687.0,6.0,20450.0,31933,3027.0,15039.0,114600.0,37385.0,37385.0,98880.0,25,242,2,6,4,90
toyota,c-hr,2019.0,2021,suv,"parf car, hybrid cars, sgcarmart warranty cars",0,1440.0,90.0,1797.0,3.0,14770.0,49489,974.0,45006.0,40428.0,29062.0,17687.0,103588.0,3,146,7,16,0,36
porsche,cayman,2010.0,2011,sports car,"coe car, low mileage car",0,1450.0,235.0,3436.0,6.0,22490.0,35416,4295.0,19969.0,78000.0,87354.0,87354.0,126800.0,25,162,6,7,4,12
honda,jazz,2020.0,2021,hatchback,parf car,0,1088.0,96.0,1498.0,1.0,13830.0,43501,684.0,42261.0,67057.0,17845.0,17845.0,100800.0,2,82,9,16,6,0
audi,r8,2007.0,2007,sports car,"coe car, premium ad car, low mileage car",0,1565.0,309.0,4163.0,6.0,36410.0,50355,6309.0,16596.0,80000.0,141824.0,156007.0,120000.0,9,59,2,2,4,2
honda,fit,2013.0,2015,hatchback,parf car,0,1020.0,73.0,1317.0,3.0,17470.0,57199,578.0,6512.0,124519.0,13423.0,5000.0,14800.0,2,56,18,10,6,0
mercedes-benz,gla180,2019.0,2020,suv,"parf car, premium ad car",0,1435.0,90.0,1595.0,1.0,18200.0,35010,740.0,40703.0,60243.0,26053.0,28475.0,114800.0,1,77,7,9,0,1
mazda,2,2019.0,2020,luxury sedan,"parf car, premium ad car",0,1515.0,121.0,1998.0,1.0,16280.0,38000,1210.0,39714.0,59360.0,23181.0,24454.0,103800.0,10,18,7,9,1,1
mazda,2,2019.0,2019,suv,parf car,0,1916.0,170.0,2488.0,2.0,22020.0,48010,1786.0,50741.0,52000.0,33385.0,38739.0,127700.0,10,18,7,8,0,0
porsche,macan,2016.0,2017,suv,parf car,0,1970.0,265.0,2997.0,4.0,44310.0,53001,2382.0,91681.0,102000.0,87726.0,129907.0,179800.0,25,64,8,1,0,0
hyundai,avante,2021.0,2021,mid-sized sedan,parf car,0,1280.0,90.0,1598.0,1.0,15030.0,58801,742.0,48068.0,41300.0,18960.0,5000.0,115800.0,12,40,14,16,3,0
kia,cerato,2011.0,2011,mid-sized sedan,"coe car, direct owner sale",0,1261.0,91.0,1591.0,4.0,12150.0,22069,959.0,8283.0,166000.0,12611.0,12611.0,22800.0,18,37,11,7,3,35
citroen,c3,2018.0,2019,suv,parf car,0,1203.0,81.0,1199.0,1.0,13850.0,26301,508.0,24017.0,4819.0,16542.0,16542.0,73800.0,24,297,0,8,0,0
audi,tt,2017.0,2018,sports car,"parf car, premium ad car, low mileage car",0,1395.0,132.0,1798.0,2.0,26120.0,45289,976.0,51735.0,25400.0,43831.0,53364.0,125000.0,9,230,1,0,4,6
toyota,camry,2015.0,2015,luxury sedan,parf car,0,1475.0,133.0,2494.0,3.0,16260.0,62140,1792.0,24850.0,138000.0,28170.0,31438.0,35500.0,3,121,10,10,1,0
mercedes-benz,c180,2018.0,2019,luxury sedan,"parf car, sgcarmart warranty cars",0,1490.0,115.0,1595.0,3.0,19910.0,43102,740.0,50958.0,89000.0,35914.0,42280.0,119800.0,1,8,0,8,1,14
bmw,318i,2021.0,2021,luxury sedan,"parf car, premium ad car",0,1490.0,115.0,1998.0,1.0,18110.0,62600,1210.0,82323.0,92000.0,41714.0,50400.0,154000.0,8,12,14,16,1,1
citroen,berlingo,2017.0,2018,van,premium ad car,0,1460.0,12.0,1560.0,2.0,8150.0,31022,1278.0,11729.0,186811.0,21719.0,1086.0,30800.0,24,235,1,0,9,15
porsche,911,2021.0,2022,sports car,"parf car, rare & exotic",0,1750.0,331.0,2981.0,1.0,69340.0,80989,2364.0,278104.0,39000.0,176277.0,289299.0,668000.0,25,181,14,5,4,97
audi,a4,2015.0,2015,luxury sedan,"parf car, premium ad car",0,1545.0,125.0,1798.0,2.0,15650.0,67901,976.0,14972.0,165000.0,28957.0,22540.0,19800.0,9,133,10,10,1,1
mazda,2,2018.0,2020,sports car,"parf car, direct owner sale, low mileage car",1,1105.0,135.0,1998.0,1.0,26980.0,30890,1210.0,46792.0,11000.0,34021.0,39630.0,168888.0,10,18,0,9,4,29
nissan,Other,2007.0,2007,luxury sedan,"coe car, low mileage car",0,1495.0,127.0,2349.0,3.0,8410.0,50168,2433.0,16411.0,149000.0,24833.0,27317.0,27500.0,17,17,2,2,1,12
toyota,townace,2022.0,2022,van,-,0,1260.0,12.0,1496.0,2.0,8800.0,30395,682.0,23666.0,25000.0,22572.0,1129.0,68555.0,3,220,5,5,9,7
bmw,640i,2011.0,2012,sports car,"coe car, premium ad car",0,1840.0,235.0,2979.0,1.0,16760.0,95025,3071.0,75343.0,140000.0,75351.0,75351.0,132888.0,8,278,11,13,4,3
honda,civic,2006.0,2006,mid-sized sedan,coe car,0,1219.0,103.0,1799.0,6.0,13020.0,48479,1467.0,8859.0,250000.0,20861.0,22948.0,23800.0,2,16,4,4,3,9
mercedes-benz,c200,2014.0,2015,luxury sedan,"parf car, direct owner sale",0,1465.0,135.0,1991.0,4.0,37620.0,68668,1202.0,23058.0,160000.0,37841.0,34978.0,48000.0,1,1,13,10,1,21
mercedes-benz,amg,2019.0,2020,suv,"parf car, hybrid cars",0,1805.0,200.0,1991.0,1.0,25560.0,30012,1202.0,78203.0,134000.0,60108.0,80195.0,193888.0,1,29,7,9,0,20
toyota,altis,2009.0,2009,mid-sized sedan,"coe car, premium ad car, low mileage car",0,1195.0,80.0,1598.0,4.0,10000.0,29328,1113.0,15186.0,132311.0,17853.0,17853.0,51800.0,3,3,15,6,3,2
mitsubishi,attrage,2016.0,2017,mid-sized sedan,"parf car, premium ad car, low mileage car",0,940.0,57.0,1193.0,1.0,12600.0,50789,506.0,16428.0,24000.0,13641.0,5000.0,35800.0,6,70,8,1,3,6
bmw,520i,2019.0,2019,luxury sedan,"parf car, premium ad car",0,1530.0,135.0,1998.0,1.0,22860.0,48010,1210.0,69255.0,82000.0,51781.0,65206.0,145000.0,8,123,7,8,1,1
volkswagen,golf,2018.0,2018,hatchback,parf car,0,1270.0,92.0,1395.0,3.0,13850.0,30959,624.0,25256.0,95000.0,19899.0,19899.0,72800.0,11,20,0,0,6,0
volkswagen,passat,2015.0,2016,luxury sedan,"parf car, premium ad car",0,1505.0,162.0,1984.0,2.0,19920.0,46970,1194.0,29376.0,120000.0,34472.0,40261.0,50800.0,11,58,10,12,1,1
nissan,teana,2015.0,2016,luxury sedan,"parf car, sgcarmart warranty cars",0,1470.0,100.0,1997.0,2.0,12450.0,54920,1210.0,22554.0,136738.0,24198.0,25878.0,31800.0,17,250,10,12,1,14
toyota,hiace,2007.0,2009,bus/mini bus,coe car,0,1800.0,0.0,2982.0,3.0,11820.0,35086,3003.21150962459,32664.0,106327.0,33334.0,1667.0,55000.0,3,43,2,6,8,9
maserati,ghibli,2019.0,2020,luxury sedan,"parf car, premium ad car",0,1850.0,257.0,2979.0,2.0,31940.0,39000,2362.0,94790.0,50000.0,67495.0,93491.0,248800.0,46,262,7,9,1,1
volkswagen,golf,2014.0,2014,hatchback,"coe car, premium ad car",0,1249.0,90.0,1395.0,4.0,11110.0,78482,624.0,77536.0,138450.0,22710.0,8794.0,109800.0,11,20,13,14,6,3
audi,q5,2010.0,2010,suv,coe car,0,1740.0,155.0,1984.0,6.0,14160.0,32914,1672.0,20452.0,240350.0,36856.0,36856.0,88000.0,9,61,6,19,0,9
aston martin,vantage,2018.0,2018,sports car,"parf car, rare & exotic, premium ad car, low mileage car",0,1685.0,375.0,3982.0,1.0,69790.0,32552,3922.0,216344.0,16000.0,176088.0,288959.0,458800.0,62,312,0,0,4,5
mitsubishi,lancer,2008.0,2008,mid-sized sedan,"coe car, premium ad car",0,1313.0,80.0,1499.0,5.0,12200.0,27571,1026.0,12426.0,190000.0,18750.0,9471.0,55000.0,6,71,3,3,3,3
volkswagen,golf,2016.0,2017,hatchback,"parf car, premium ad car",0,1249.0,92.0,1395.0,4.0,11690.0,41617,624.0,23116.0,92105.0,23700.0,15180.0,44800.0,11,20,8,1,6,1
mitsubishi,outlander,2017.0,2017,suv,parf car,0,1535.0,123.0,2360.0,1.0,15080.0,48109,1636.0,30625.0,163000.0,22060.0,22884.0,60800.0,6,14,1,1,0,0
bmw,216d,2015.0,2015,mpv,parf car,0,1480.0,85.0,1496.0,3.0,17710.0,56989,1082.0,21640.0,175108.0,29666.0,23533.0,38800.0,8,116,10,10,2,0
mitsubishi,evolution,2008.0,2009,sports car,"coe car, premium ad car",0,1540.0,206.0,1998.0,4.0,24890.0,31335,1815.0,13847.0,195555.0,36154.0,36154.0,110000.0,6,7,3,6,4,3
subaru,impreza,2008.0,2009,sports car,"coe car, premium ad car",1,1395.0,169.0,2457.0,6.0,16120.0,31553,2625.0,13857.0,77468.0,21548.0,21548.0,70800.0,7,9,3,6,4,3
honda,shuttle,2019.0,2020,stationwagon,"parf car, premium ad car",0,1130.0,95.0,1496.0,2.0,14440.0,35990,682.0,32460.0,46857.0,21759.0,12463.0,99000.0,2,28,7,9,7,1
toyota,sienta,2019.0,2020,mpv,"parf car, sgcarmart warranty cars",0,1320.0,80.0,1496.0,1.0,15390.0,35710,682.0,32050.0,64000.0,22882.0,14035.0,99800.0,3,132,7,9,2,14
honda,jazz,2016.0,2017,hatchback,parf car,0,1046.0,96.0,1498.0,1.0,14790.0,49751,684.0,19787.0,79265.0,17647.0,12647.0,42588.0,2,82,8,1,6,0
subaru,forester,2017.0,2017,suv,"parf car, premium ad car",0,1591.0,110.0,1995.0,1.0,13980.0,46569,1208.0,20960.0,80038.0,14626.0,14626.0,43888.0,7,72,1,1,0,1
bmw,420i,2018.0,2018,luxury sedan,"parf car, premium ad car",0,1540.0,135.0,1998.0,1.0,20380.0,31301,1210.0,52733.0,69164.0,45907.0,56270.0,115000.0,8,57,0,0,1,1
bmw,x1,2019.0,2019,suv,parf car,0,1430.0,103.0,1499.0,1.0,17520.0,48010,684.0,53848.0,104000.0,36905.0,43667.0,106800.0,8,88,7,8,0,0
subaru,impreza,2006.0,2006,mid-sized sedan,"coe car, premium ad car, low mileage car",0,1280.0,70.0,1597.0,2.0,13720.0,46454,1113.0,9482.0,64000.0,13188.0,14507.0,28000.0,7,9,4,4,3,2
bmw,x6,2020.0,2021,suv,"parf car, premium ad car",0,2055.0,250.0,2998.0,2.0,34550.0,49500,2384.0,130081.0,56000.0,88294.0,130930.0,288000.0,8,239,9,16,0,1
toyota,noah,2019.0,2019,mpv,"parf car, hybrid cars",0,1610.0,100.0,1797.0,1.0,20980.0,36000,974.0,41067.0,10858.0,33313.0,28639.0,128500.0,3,19,7,8,2,20
volkswagen,golf,2010.0,2011,sports car,"coe car, premium ad car",0,1466.0,188.0,1984.0,6.0,16940.0,40714,1672.0,25957.0,35677.0,38487.0,38487.0,108000.0,11,20,6,7,4,3
hyundai,avante,2022.0,2022,mid-sized sedan,parf car,0,1280.0,90.0,1598.0,1.0,15220.0,70901,742.0,60471.0,38000.0,19704.0,5000.0,124800.0,12,40,5,5,3,0
honda,stream,2007.0,2008,mpv,coe car,0,1350.0,103.0,1799.0,3.0,11490.0,51850,1467.0,17956.0,45957.0,16614.0,18276.0,39800.0,2,23,2,3,2,9
bmw,216i,2017.0,2018,mpv,"parf car, premium ad car, low mileage car",0,1480.0,75.0,1499.0,2.0,17100.0,36810,684.0,36526.0,57016.0,30858.0,35202.0,81000.0,8,30,1,0,2,6
audi,s3,2016.0,2016,sports car,"parf car, direct owner sale",0,1535.0,210.0,1984.0,2.0,24970.0,56000,1194.0,40145.0,100000.0,44202.0,53883.0,73800.0,9,317,8,12,4,21
citroen,c4,2021.0,2021,mpv,parf car,0,1397.0,96.0,1199.0,1.0,14850.0,47000,508.0,54255.0,46000.0,24985.0,26979.0,121000.0,24,86,14,16,2,0
toyota,alphard,2007.0,2007,mpv,"coe car, premium ad car, hybrid cars",0,2040.0,96.0,2362.0,6.0,24520.0,50168,2457.0,16535.0,182000.0,48116.0,33682.0,80800.0,3,62,2,2,2,61
ssangyong,tivoli,2015.0,2016,suv,parf car,0,1300.0,94.0,1597.0,3.0,13090.0,45000,742.0,19127.0,173563.0,19847.0,19847.0,33800.0,14,277,10,12,0,0
subaru,xv,2017.0,2017,suv,parf car,0,1480.0,84.0,1600.0,2.0,14010.0,36001,744.0,21622.0,88000.0,14464.0,14464.0,54800.0,7,257,1,1,0,0
kia,stonic,2019.0,2020,suv,parf car,0,1185.0,88.0,998.0,2.0,13120.0,35710,392.0,28196.0,39200.0,17801.0,7801.0,85999.0,18,45,7,9,0,0
mini,cooper,2019.0,2020,sports car,"parf car, premium ad car",0,1265.0,100.0,1499.0,1.0,18610.0,35889,684.0,49417.0,43000.0,32579.0,37611.0,128800.0,20,42,7,9,4,1
honda,vezel,2015.0,2015,suv,"parf car, low mileage car",0,1190.0,96.0,1496.0,1.0,15720.0,57301,682.0,13879.0,69000.0,19193.0,9193.0,28800.0,2,55,10,10,0,19
volkswagen,sharan,2020.0,2020,mpv,"parf car, direct owner sale",0,1790.0,162.0,1984.0,2.0,19270.0,40990,1194.0,55211.0,74500.0,34050.0,39670.0,139500.0,11,127,9,9,2,21
toyota,prius,2018.0,2018,mpv,"parf car, premium ad car, hybrid cars, sgcarmart warranty cars",0,1500.0,100.0,1798.0,1.0,17650.0,32001,976.0,30369.0,95000.0,30006.0,24009.0,86800.0,3,115,0,0,2,75
toyota,corolla,2014.0,2014,mid-sized sedan,"coe car, premium ad car",0,1205.0,90.0,1598.0,1.0,12440.0,42275,816.0,40630.0,89675.0,18761.0,13761.0,59800.0,3,99,13,14,3,3
bmw,216i,2018.0,2018,mpv,parf car,0,1490.0,80.0,1499.0,2.0,16230.0,25501,684.0,38581.0,95000.0,33319.0,38647.0,92688.0,8,30,0,0,2,0
nissan,teana,2014.0,2015,luxury sedan,parf car,0,1470.0,100.0,1997.0,2.0,14400.0,70890,1210.0,16976.0,139000.0,23278.0,24590.0,21800.0,17,250,13,10,1,0
honda,freed,2024.0,2024,mpv,"parf car, almost new car",0,1360.0,95.0,1496.0,1.0,14430.0,88020,682.0,84527.0,5000.0,18814.0,18814.0,150888.0,2,85,19,18,2,37
bmw,x1,2019.0,2019,suv,parf car,0,1430.0,103.0,1499.0,2.0,17400.0,40002,684.0,50672.0,72000.0,35138.0,41194.0,109800.0,8,88,7,8,0,0
audi,a4,2016.0,2016,luxury sedan,"parf car, premium ad car",0,1450.0,110.0,1395.0,4.0,16130.0,49501,624.0,23183.0,167400.0,32062.0,26887.0,40800.0,9,133,8,12,1,1
lexus,nx,2020.0,2020,suv,"parf car, low mileage car",0,1755.0,175.0,1998.0,1.0,23920.0,35001,1210.0,58593.0,24000.0,41170.0,49638.0,170800.0,4,180,9,9,0,19
audi,q5,2010.0,2011,suv,"coe car, premium ad car",0,1740.0,155.0,1984.0,4.0,16450.0,42683,1672.0,28229.0,57744.0,45109.0,45109.0,108800.0,9,61,6,7,0,3
honda,vezel,2017.0,2018,suv,"parf car, premium ad car, hybrid cars",0,1280.0,112.0,1496.0,2.0,15680.0,42322,682.0,25266.0,73000.0,24019.0,15627.0,63800.0,2,55,1,0,0,11
kia,k2500,2017.0,2018,truck,premium ad car,1,1740.0,19.0,2497.0,1.0,11970.0,29902,2694.0,12690.0,78689.0,16761.0,839.0,50800.0,18,303,1,0,5,15
mercedes-benz,c180,2010.0,2010,luxury sedan,"coe car, premium ad car",0,1495.0,115.0,1796.0,4.0,13940.0,35416,1461.0,20522.0,170000.0,39036.0,39036.0,80800.0,1,8,6,19,1,3
bentley,continental,2014.0,2016,sports car,"parf car, consignment car",0,2295.0,388.0,3993.0,5.0,59480.0,55201,3940.0,234144.0,84000.0,220197.0,368355.0,325800.0,13,24,13,12,4,41
mg,hs,2022.0,2022,suv,parf car,0,1562.0,119.0,1490.0,1.0,15900.0,95856,680.0,94871.0,35300.0,19521.0,19521.0,142800.0,21,252,5,5,0,0
