make,model,manufactured,reg_date,type_of_vehicle,category,transmission,curb_weight,power,engine_cap,no_of_owners,depreciation,coe,dereg_value,price
lexus,lexus-is,2016.0,30-nov-2016,luxury sedan,parf car,0,1620.0,180.0,1998.0,2.0,19350.0,53001,38905.0,66800.0
mercedes-benz,mercedes-benz-amg,2023.0,06-aug-2024,suv,"parf car, rare & exotic, almost new car, low mileage car, hybrid cars",0,2310.0,295.0,2999.0,1.0,49240.0,100000,140000.0,548988.0
toyota,toyota-estima,2007.0,01-apr-2008,mpv,"coe car, low mileage car",0,1770.0,125.0,2362.0,5.0,14970.0,44998,17075.0,56800.0
kia,kia-cerato,2018.0,04-jan-2019,mid-sized sedan,parf car,0,1287.0,93.0,1591.0,2.0,14750.0,28000,20611.0,72800.0
mercedes-benz,mercedes-benz-c250,2016.0,16-may-2016,luxury sedan,"parf car, premium ad car",0,1480.0,155.0,1991.0,2.0,25790.0,47604,37064.0,74800.0
toyota,toyota-dyna,2022.0,30-dec-2022,truck,premium ad car,1,1780.0,19.0,2755.0,1.0,13560.0,26409,22567.0,115888.0
volkswagen,volkswagen-jetta,2015.0,28-feb-2017,mid-sized sedan,parf car,0,1417.0,90.0,1390.0,2.0,13220.0,49430,24057.0,43900.0
nissan,nissan-note,2018.0,17-sep-2018,hatchback,"parf car, consignment car, low mileage car",0,1048.0,58.0,1198.0,2.0,12800.0,30209,15890.0,54998.0
isuzu,isuzu-fvr34,2015.0,26-oct-2015,truck,-,1,6960.0,19.0,7790.0,2.0,45390.0,4894,666.0,61800.0
mazda,mazda-2,2016.0,19-aug-2016,mpv,"parf car, premium ad car",0,1535.0,111.0,1998.0,3.0,13840.0,57903,24748.0,39500.0
hino,hino-xzu710r,2016.0,17-jul-2017,truck,premium ad car,1,2480.0,19.0,4009.0,2.0,18130.0,36879,11377.0,55988.0
mercedes-benz,mercedes-benz-c180,2015.0,05-may-2015,luxury sedan,"parf car, direct owner sale",0,1425.0,115.0,1595.0,3.0,36270.0,68668,21287.0,44888.0
honda,honda-jazz,2019.0,09-jan-2020,hatchback,"parf car, premium ad car",0,1052.0,73.0,1318.0,2.0,13390.0,32889,22225.0,74800.0
volvo,volvo-v40,2016.0,11-may-2016,hatchback,"parf car, premium ad car",0,1450.0,90.0,1498.0,2.0,12250.0,47889,19179.0,31800.0
volkswagen,volkswagen-scirocco,2010.0,16-feb-2011,sports car,"coe car, low mileage car",0,1393.0,155.0,1984.0,6.0,11910.0,42683,28311.0,78999.0
maserati,maserati-granturismo,2011.0,18-oct-2011,sports car,"coe car, low mileage car",0,1880.0,298.0,4244.0,4.0,19980.0,58124,42407.0,145800.0
hyundai,hyundai-elantra,2017.0,30-nov-2017,mid-sized sedan,parf car,0,1345.0,93.0,1591.0,1.0,13270.0,47112,23714.0,50800.0
nissan,nissan-x-trail,2016.0,04-nov-2016,suv,"parf car, premium ad car",0,1626.0,106.0,1997.0,2.0,15610.0,56410,28172.0,49500.0
rolls-royce,rolls-royce-ghost,2012.0,30-may-2013,luxury sedan,"coe car, rare & exotic, premium ad car, low mileage car",0,2420.0,420.0,6592.0,6.0,66750.0,115270,103269.0,598000.0
volvo,volvo-xc40,2022.0,05-apr-2022,suv,"parf car, premium ad car, electric cars",0,2113.0,300.0,1958.0,1.0,21560.0,99010,99134.0,182988.0
porsche,porsche-911,2020.0,06-feb-2021,sports car,"parf car, direct owner sale, rare & exotic, low mileage car",0,1590.0,331.0,2981.0,2.0,67670.0,46790,214090.0,558000.0
audi,audi-a5,2021.0,25-mar-2022,luxury sedan,"parf car, hybrid cars",0,1565.0,110.0,1984.0,1.0,21440.0,93102,105377.0,188800.0
mazda,mazda-3,2016.0,30-jun-2016,mid-sized sedan,"parf car, premium ad car",0,1321.0,88.0,1496.0,4.0,13340.0,55200,18229.0,33000.0
honda,honda-civic,2017.0,26-may-2017,mid-sized sedan,parf car,0,1324.0,127.0,1498.0,1.0,16880.0,53300,30376.0,60888.0
bmw,bmw-x6,2015.0,21-aug-2015,suv,"parf car, direct owner sale",0,2025.0,225.0,2979.0,2.0,40930.0,62140,59543.0,92888.0
honda,honda-freed,2017.0,23-jun-2017,mpv,"parf car, premium ad car, hybrid cars",0,1430.0,101.0,1496.0,4.0,16130.0,50110,17717.0,49888.0
hyundai,hyundai-avante,2020.0,20-nov-2020,mid-sized sedan,"parf car, premium ad car",0,1280.0,90.0,1598.0,3.0,15030.0,35990,29338.0,99800.0
bmw,bmw-320i,2012.0,28-dec-2012,luxury sedan,"coe car, low mileage car",0,1420.0,135.0,1997.0,2.0,14100.0,102078,81690.0,112800.0
hyundai,hyundai-avante,2019.0,06-nov-2019,mid-sized sedan,"parf car, premium ad car",0,1345.0,93.0,1591.0,2.0,14540.0,32309,28590.0,85888.0
mercedes-benz,mercedes-benz-a180,2022.0,17-mar-2023,luxury sedan,"parf car, premium ad car",0,1380.0,96.0,1332.0,1.0,17940.0,88000,106585.0,176800.0
honda,honda-mobilio,2015.0,01-oct-2015,mpv,"parf car, sgcarmart warranty cars",0,1160.0,88.0,1497.0,1.0,15240.0,56209,16805.0,26800.0
mercedes-benz,mercedes-benz-e250,2010.0,15-jul-2010,luxury sedan,"coe car, premium ad car, sgcarmart warranty cars",0,1650.0,150.0,1796.0,4.0,12970.0,33568,20417.0,78900.0
bmw,bmw-z4,2009.0,05-jan-2010,sports car,"coe car, consignment car, low mileage car",0,1600.0,225.0,2979.0,4.0,19380.0,39463,21937.0,107777.0
bmw,bmw-x6,2016.0,29-apr-2016,suv,"parf car, premium ad car, low mileage car",0,2025.0,225.0,2979.0,4.0,27900.0,49602,63810.0,99800.0
porsche,porsche-boxster,2012.0,29-jan-2013,sports car,"coe car, premium ad car",0,1425.0,232.0,3436.0,6.0,28090.0,102078,83872.0,230800.0
honda,honda-civic,2008.0,22-apr-2009,mid-sized sedan,"coe car, low mileage car, hybrid cars",0,1290.0,70.0,1339.0,6.0,11700.0,26175,12700.0,56800.0
mitsubishi,mitsubishi-colt,2009.0,14-dec-2010,sports car,"coe car, premium ad car",0,1160.0,113.0,1468.0,3.0,11880.0,36475,23574.0,76800.0
fiat,fiat-doblo,2016.0,19-dec-2016,van,premium ad car,0,1500.0,12.0,1598.0,2.0,8840.0,50010,11769.0,20800.0
porsche,porsche-cayenne,2011.0,15-apr-2011,suv,"coe car, premium ad car, hybrid cars",0,2315.0,245.0,2995.0,4.0,18020.0,32914,20452.0,112000.0
kia,kia-stonic,2020.0,20-oct-2020,suv,"parf car, premium ad car",0,1185.0,88.0,998.0,1.0,13540.0,36534,29100.0,89900.0
kia,kia-cerato,2016.0,21-feb-2017,mid-sized sedan,"parf car, premium ad car",0,1295.0,95.0,1591.0,1.0,12100.0,48401,22917.0,39500.0
land rover,land rover-range,2012.0,25-feb-2013,suv,"coe car, direct owner sale",0,2513.0,180.0,2993.0,4.0,24710.0,108373,94299.0,215000.0
bmw,bmw-x1,2016.0,10-nov-2016,suv,parf car,0,1430.0,100.0,1499.0,1.0,16970.0,57002,29707.0,51500.0
mercedes-benz,mercedes-benz-cla180,2015.0,19-feb-2016,stationwagon,"parf car, consignment car",0,1460.0,90.0,1595.0,2.0,17040.0,56989,26278.0,43800.0
porsche,porsche-macan,2015.0,02-feb-2016,suv,parf car,0,1940.0,174.0,1984.0,1.0,36150.0,60001,55515.0,95800.0
toyota,toyota-estima,2010.0,10-dec-2010,mpv,coe car,0,1710.0,125.0,2362.0,3.0,15440.0,40014,25861.0,99800.0
audi,audi-q5,2018.0,25-jul-2018,suv,"parf car, premium ad car",0,1795.0,185.0,1984.0,2.0,22470.0,31000,51216.0,119888.0
honda,honda-stream,2007.0,11-mar-2008,mpv,"coe car, direct owner sale",0,1370.0,103.0,1799.0,2.0,11200.0,50168,16576.0,37000.0
mini,mini-cooper,2010.0,14-sep-2010,hatchback,"coe car, premium ad car, low mileage car",0,1105.0,90.0,1598.0,3.0,11020.0,33140,20710.0,68888.0
honda,honda-e,2021.0,11-oct-2022,mpv,"parf car, hybrid cars",0,1890.0,158.0,1993.0,1.0,23850.0,95856,111529.0,219800.0
honda,honda-fit,2007.0,19-jul-2007,hatchback,"coe car, premium ad car, low mileage car",0,1000.0,63.0,1339.0,3.0,10930.0,48200,14896.0,33800.0
kia,kia-cerato,2017.0,11-aug-2017,mid-sized sedan,"parf car, sgcarmart warranty cars",0,1295.0,95.0,1591.0,2.0,14500.0,42801,23991.0,53800.0
mitsubishi,mitsubishi-lancer,2007.0,10-dec-2007,mid-sized sedan,coe car,0,1313.0,80.0,1499.0,5.0,16130.0,41994,14531.0,55800.0
honda,honda-civic,2016.0,30-aug-2016,sports car,"parf car, premium ad car",1,1461.0,228.0,1996.0,4.0,35300.0,57390,36724.0,98000.0
bmw,bmw-116d,2018.0,12-jul-2018,hatchback,parf car,0,1350.0,85.0,1496.0,2.0,15240.0,25000,32275.0,77900.0
nissan,nissan-nv350,2017.0,14-sep-2017,bus/mini bus,-,0,2280.0,4.0,2488.0,2.0,13530.0,40212,12725.0,42800.0
porsche,porsche-boxster,2012.0,20-sep-2012,sports car,"coe car, premium ad car",0,1425.0,232.0,3436.0,4.0,23950.0,97176,77501.0,191000.0
mazda,mazda-3,2017.0,10-apr-2017,mid-sized sedan,parf car,0,1310.0,88.0,1496.0,1.0,12820.0,51765,19839.0,39800.0
bmw,bmw-216i,2018.0,24-may-2018,mpv,"parf car, sgcarmart warranty cars",0,1480.0,75.0,1499.0,3.0,14120.0,38001,39016.0,72366.0
kia,kia-sorento,2015.0,18-aug-2016,suv,parf car,0,2039.0,147.0,2199.0,1.0,15260.0,57903,32549.0,49800.0
audi,audi-a6,2013.0,29-aug-2013,luxury sedan,"coe car, premium ad car",0,1565.0,132.0,1984.0,6.0,24670.0,59179,49808.0,103800.0
seat,seat-ibiza,2019.0,11-jun-2019,hatchback,parf car,0,1164.0,85.0,999.0,2.0,13200.0,27000,25163.0,71800.0
mitsubishi,mitsubishi-airtrek,2005.0,02-mar-2006,suv,"coe car, premium ad car",0,1533.0,177.0,1997.0,3.0,40430.0,50932,8289.0,65800.0
volkswagen,volkswagen-golf,2018.0,23-aug-2019,sports car,"parf car, premium ad car, sgcarmart warranty cars",0,1408.0,169.0,1984.0,1.0,21510.0,38602,50281.0,131800.0
honda,honda-mobilio,2016.0,24-feb-2017,mpv,parf car,0,1160.0,88.0,1497.0,1.0,13860.0,48401,24041.0,44800.0
volkswagen,volkswagen-golf,2016.0,15-dec-2017,hatchback,"parf car, premium ad car",0,1249.0,92.0,1395.0,3.0,14110.0,47112,25955.0,55800.0
mini,mini-cooper,2021.0,26-apr-2021,sports car,"parf car, premium ad car",0,1315.0,141.0,1998.0,2.0,22270.0,47806,67342.0,175888.0
nissan,nissan-qashqai,2015.0,29-may-2015,suv,parf car,0,1285.0,85.0,1197.0,2.0,17950.0,68589,9992.0,18800.0
bmw,bmw-325i,2008.0,28-mar-2008,sports car,"coe car, premium ad car",0,1685.0,160.0,2497.0,6.0,12890.0,44998,16064.0,46000.0
porsche,porsche-taycan,2022.0,24-jul-2023,sports car,"parf car, rare & exotic, almost new car, low mileage car, electric cars",0,2370.0,510.0,2847.0,1.0,69160.0,95856,284440.0,690000.0
mini,mini-cooper,2023.0,21-may-2024,sports car,"parf car, almost new car, premium ad car",0,1275.0,170.0,1998.0,1.0,22250.0,95856,119649.0,249800.0
subaru,subaru-forester,2017.0,07-jun-2017,suv,"parf car, premium ad car",0,1682.0,177.0,1998.0,1.0,17510.0,53001,26298.0,59800.0
honda,honda-vezel,2019.0,13-aug-2019,suv,"parf car, premium ad car",0,1190.0,96.0,1496.0,1.0,13670.0,32725,27424.0,75800.0
porsche,porsche-cayenne,2023.0,05-jul-2024,suv,"parf car, rare & exotic, almost new car",0,2820.0,260.0,2995.0,1.0,47010.0,100901,140721.0,528988.0
toyota,toyota-altis,2018.0,19-nov-2018,mid-sized sedan,"parf car, premium ad car, sgcarmart warranty cars",0,1230.0,96.0,1598.0,2.0,14430.0,28199,26311.0,73800.0
tesla,tesla-model,2021.0,19-nov-2021,luxury sedan,"parf car, premium ad car, low mileage car, electric cars",0,1750.0,239.0,2136.0,1.0,18480.0,70200,77066.0,152800.0
mitsubishi,mitsubishi-outlander,2019.0,22-may-2019,suv,"parf car, premium ad car",0,1480.0,110.0,1998.0,1.0,17600.0,43102,34181.0,93800.0
kia,kia-stonic,2018.0,20-feb-2019,suv,parf car,0,1185.0,88.0,998.0,2.0,13290.0,25501,16791.0,64800.0
audi,audi-a1,2020.0,21-sep-2020,hatchback,"parf car, premium ad car, sgcarmart warranty cars",0,1200.0,85.0,999.0,4.0,14120.0,32699,40399.0,101800.0
suzuki,suzuki-swift,2009.0,17-sep-2009,hatchback,"coe car, premium ad car, sgcarmart warranty cars",1,1090.0,92.0,1586.0,6.0,13420.0,29670,12998.0,58800.0
honda,honda-vezel,2016.0,16-dec-2016,suv,"parf car, premium ad car, low mileage car, hybrid cars",0,1280.0,112.0,1496.0,1.0,15140.0,53001,15430.0,38000.0
toyota,toyota-alphard,2021.0,25-aug-2022,mpv,parf car,0,1920.0,134.0,2493.0,1.0,25870.0,112001,125438.0,233800.0
toyota,toyota-noah,2015.0,24-dec-2015,mpv,parf car,0,1580.0,111.0,1986.0,4.0,19840.0,60789,24189.0,43800.0
lexus,lexus-sc430,2006.0,20-jun-2008,sports car,"coe car, direct owner sale",0,1730.0,206.0,4292.0,6.0,12300.0,38712,14732.0,46800.0
toyota,toyota-corolla,2016.0,05-may-2017,mid-sized sedan,"parf car, premium ad car",0,1215.0,90.0,1598.0,1.0,15320.0,51765,26119.0,51800.0
jaguar,jaguar-xe,2017.0,15-sep-2017,luxury sedan,parf car,0,1661.0,132.0,1999.0,3.0,15350.0,49000,37093.0,66168.0
perodua,perodua-myvi,2009.0,09-mar-2009,hatchback,"coe car, consignment car",0,955.0,64.0,1298.0,5.0,11370.0,25525,12077.0,53800.0
honda,honda-civic,2008.0,18-aug-2008,mid-sized sedan,"coe car, premium ad car",0,1219.0,103.0,1799.0,4.0,13590.0,34991,14610.0,56800.0
subaru,subaru-impreza,2007.0,11-jan-2008,hatchback,coe car,0,1390.0,184.0,1994.0,6.0,14650.0,52271,17772.0,49800.0
porsche,porsche-panamera,2012.0,31-may-2013,sports car,"coe car, consignment car, low mileage car",0,1835.0,300.0,3605.0,2.0,19280.0,106916,85533.0,168000.0
honda,honda-vezel,2015.0,23-sep-2015,suv,"parf car, premium ad car",0,1190.0,96.0,1496.0,4.0,14930.0,55889,11318.0,22000.0
citroen,citroen-dispatch,2017.0,22-feb-2018,van,premium ad car,0,1780.0,12.0,1997.0,1.0,12700.0,39000,14061.0,45800.0
mercedes-benz,mercedes-benz-amg,2021.0,23-may-2023,suv,"coe car, rare & exotic, premium ad car",0,2560.0,430.0,3982.0,1.0,79290.0,116020,103719.0,708800.0
toyota,toyota-hiace,2022.0,08-dec-2022,bus/mini bus,"premium ad car, low mileage car",0,1960.0,0.0,2982.0,1.0,16000.0,76302,64742.0,135800.0
nissan,nissan-nv350,2016.0,22-jun-2017,van,-,1,1800.0,12.0,2488.0,2.0,10070.0,38501,11012.0,28800.0
mercedes-benz,mercedes-benz-e200,2018.0,19-nov-2018,luxury sedan,"parf car, premium ad car",0,1605.0,135.0,1991.0,1.0,21900.0,31301,62010.0,127200.0
volkswagen,volkswagen-golf,2010.0,13-sep-2011,sports car,"coe car, premium ad car",0,1466.0,188.0,1984.0,6.0,15520.0,49716,34202.0,106800.0
honda,honda-fit,2019.0,01-jul-2019,hatchback,"parf car, premium ad car",0,1030.0,73.0,1317.0,2.0,13740.0,26884,17101.0,70000.0
honda,honda-fit,2019.0,24-jun-2019,hatchback,"parf car, premium ad car",0,1030.0,73.0,1317.0,1.0,13090.0,30009,18382.0,65800.0
nissan,nissan-latio,2008.0,22-nov-2008,mid-sized sedan,"coe car, consignment car",0,1130.0,80.0,1498.0,6.0,11040.0,29670,13169.0,49000.0
toyota,toyota-allion,2008.0,11-jun-2009,mid-sized sedan,coe car,0,1200.0,81.0,1496.0,1.0,11070.0,27886,13607.0,53998.0
nissan,nissan-nv350,2019.0,30-dec-2020,van,premium ad car,0,1800.0,12.0,2488.0,1.0,10270.0,33778,21377.0,64988.0
volkswagen,volkswagen-jetta,2014.0,30-may-2014,mid-sized sedan,"coe car, premium ad car, sgcarmart warranty cars",0,1417.0,90.0,1390.0,5.0,11880.0,42275,41209.0,57900.0
toyota,toyota-dyna,2016.0,29-jun-2017,truck,-,1,1740.0,19.0,2982.0,3.0,15770.0,38501,10865.0,44500.0
mercedes-benz,mercedes-benz-b180,2015.0,02-dec-2015,hatchback,parf car,0,1425.0,90.0,1595.0,4.0,14230.0,57089,20020.0,29500.0
toyota,toyota-corolla,2014.0,01-aug-2014,mid-sized sedan,"coe car, direct owner sale, low mileage car",0,1205.0,90.0,1598.0,2.0,12630.0,45701,45451.0,62800.0
mercedes-benz,mercedes-benz-e200,2015.0,23-mar-2016,luxury sedan,parf car,0,1655.0,135.0,1991.0,2.0,21280.0,57501,45722.0,69000.0
bmw,bmw-230i,2018.0,30-jan-2019,sports car,"parf car, low mileage car",0,1430.0,185.0,1998.0,1.0,23570.0,33989,53574.0,132800.0
peugeot,peugeot-partner,2017.0,03-may-2018,van,-,0,1460.0,12.0,1560.0,1.0,9480.0,36003,13977.0,36800.0
bmw,bmw-225xe,2017.0,26-apr-2018,hatchback,"parf car, premium ad car, hybrid cars",0,1660.0,165.0,1499.0,5.0,14800.0,39903,35517.0,70800.0
nissan,nissan-x-trail,2016.0,13-apr-2016,suv,parf car,0,1626.0,106.0,1997.0,3.0,18660.0,48002,21617.0,45800.0
toyota,toyota-altis,2017.0,23-nov-2017,mid-sized sedan,parf car,0,1230.0,96.0,1598.0,1.0,15580.0,42902,24142.0,59800.0
honda,honda-jazz,2018.0,01-aug-2018,hatchback,parf car,1,1068.0,96.0,1498.0,1.0,12460.0,38941,27839.0,59888.0
audi,audi-a4,2016.0,23-aug-2016,luxury sedan,"parf car, premium ad car, low mileage car",0,1450.0,110.0,1395.0,1.0,19350.0,57903,28784.0,55777.0
mercedes-benz,mercedes-benz-e200,2010.0,01-sep-2010,luxury sedan,"coe car, premium ad car",0,1615.0,135.0,1796.0,2.0,12630.0,32914,20452.0,78500.0
bmw,bmw-216i,2019.0,14-oct-2019,mpv,"parf car, premium ad car",0,1490.0,80.0,1499.0,2.0,16580.0,34001,45702.0,106800.0
mercedes-benz,mercedes-benz-amg,2018.0,16-jan-2019,suv,parf car,0,1785.0,155.0,1991.0,1.0,27920.0,31101,59252.0,155800.0
honda,honda-vezel,2016.0,09-feb-2017,suv,"parf car, hybrid cars",0,1280.0,112.0,1496.0,2.0,17060.0,51109,15672.0,44800.0
mercedes-benz,mercedes-benz-e200,2017.0,17-aug-2017,luxury sedan,"parf car, premium ad car",0,1605.0,135.0,1991.0,2.0,22420.0,50001,58387.0,100888.0
mclaren,mclaren-720s,2022.0,30-mar-2023,sports car,"parf car, rare & exotic, low mileage car",0,1419.0,530.0,3994.0,2.0,136710.0,109600,416800.0,1400000.0
maxus,maxus-v80,2016.0,31-oct-2017,van,premium ad car,1,2080.0,12.0,2499.0,3.0,12360.0,42004,13522.0,39800.0
mini,mini-cooper,2016.0,23-sep-2016,hatchback,"parf car, premium ad car",0,1115.0,100.0,1499.0,2.0,17570.0,55501,21720.0,47500.0
mclaren,mclaren-12c,2012.0,28-sep-2012,sports car,"coe car, direct owner sale",0,1514.0,441.0,3798.0,5.0,40570.0,102078,81662.0,330000.0
hyundai,hyundai-tucson,2016.0,04-apr-2016,suv,"parf car, premium ad car, sgcarmart warranty cars",0,1540.0,114.0,1999.0,1.0,17200.0,46502,20374.0,40800.0
mazda,mazda-2,2016.0,24-jun-2016,mpv,"parf car, premium ad car",0,1535.0,111.0,1998.0,1.0,13880.0,55100,21545.0,36800.0
porsche,porsche-cayman,2009.0,13-may-2009,sports car,"coe car, premium ad car, low mileage car",0,1435.0,195.0,2893.0,6.0,26810.0,33018,15125.0,122800.0
mitsubishi,mitsubishi-outlander,2018.0,27-feb-2019,suv,"parf car, premium ad car",0,1480.0,110.0,1998.0,1.0,16950.0,31001,31445.0,91800.0
honda,honda-freed,2018.0,18-oct-2018,mpv,"parf car, hybrid cars",0,1430.0,101.0,1496.0,2.0,17290.0,32552,26637.0,82800.0
toyota,toyota-wish,2017.0,20-jul-2017,mpv,"parf car, premium ad car",0,1355.0,105.0,1798.0,2.0,15780.0,49802,28375.0,58800.0
bmw,bmw-420i,2017.0,27-dec-2017,luxury sedan,"parf car, premium ad car",0,1540.0,135.0,1998.0,2.0,18040.0,53711,49043.0,86899.0
skoda,skoda-octavia,2019.0,29-aug-2019,mid-sized sedan,"parf car, premium ad car, low mileage car",0,1289.0,110.0,1395.0,1.0,17100.0,38602,33974.0,95993.0
mazda,mazda-2,2019.0,26-feb-2021,hatchback,"parf car, premium ad car",0,1060.0,81.0,1496.0,1.0,11530.0,42000,31896.0,79800.0
land rover,land rover-discovery,2020.0,30-sep-2020,suv,"parf car, hybrid cars",0,1979.0,147.0,1997.0,1.0,25000.0,37102,61588.0,182800.0
toyota,toyota-proace,2022.0,15-feb-2023,van,"premium ad car, low mileage car, electric cars",0,2140.0,12.0,1647.0,1.0,10700.0,63191,54812.0,92800.0
porsche,porsche-macan,2014.0,19-dec-2014,suv,"parf car, direct owner sale",0,1940.0,174.0,1984.0,2.0,87220.0,72002,43021.0,83800.0
volkswagen,volkswagen-beetle,2019.0,14-may-2019,sports car,parf car,0,1421.0,77.0,1197.0,2.0,15440.0,36704,36265.0,87800.0
audi,audi-a5,2021.0,28-apr-2023,luxury sedan,"parf car, hybrid cars",0,1565.0,110.0,1984.0,1.0,21730.0,118990,127081.0,212800.0
volkswagen,volkswagen-scirocco,2010.0,02-mar-2010,sports car,"coe car, consignment car",0,1393.0,155.0,1984.0,4.0,12750.0,38071,21737.0,72800.0
mercedes-benz,mercedes-benz-amg,2017.0,24-nov-2017,luxury sedan,"parf car, direct owner sale",0,1690.0,270.0,2996.0,1.0,32060.0,48109,84188.0,160000.0
toyota,toyota-altis,2009.0,16-sep-2009,mid-sized sedan,"coe car, low mileage car",0,1195.0,80.0,1598.0,4.0,11320.0,29485,15494.0,59500.0
kia,kia-cerato,2018.0,03-apr-2019,mid-sized sedan,"parf car, consignment car",0,1287.0,93.0,1591.0,1.0,13240.0,26301,19951.0,66998.0
porsche,porsche-cayenne,2010.0,03-sep-2010,suv,"coe car, premium ad car, low mileage car, hybrid cars",0,2315.0,245.0,2995.0,4.0,17170.0,33568,20288.0,103800.0
volkswagen,volkswagen-beetle,2016.0,21-jul-2017,hatchback,"parf car, premium ad car, sgcarmart warranty cars",0,1222.0,77.0,1197.0,2.0,15860.0,42801,25874.0,58800.0
volkswagen,volkswagen-golf,2021.0,21-jan-2022,hatchback,"parf car, premium ad car, hybrid cars, sgcarmart warranty cars",0,1380.0,110.0,1498.0,2.0,18560.0,88000,67249.0,144800.0
mercedes-benz,mercedes-benz-slk200,2007.0,23-jan-2009,sports car,"coe car, premium ad car",0,1420.0,135.0,1796.0,5.0,12370.0,31335,14440.0,57001.0
nissan,nissan-sylphy,2015.0,26-nov-2015,mid-sized sedan,"parf car, premium ad car, low mileage car",0,1205.0,85.0,1598.0,1.0,12350.0,59200,17519.0,26000.0
bmw,bmw-x4,2020.0,26-aug-2020,suv,"parf car, premium ad car, sgcarmart warranty cars",0,1730.0,135.0,1998.0,1.0,26890.0,36502,69197.0,197800.0
volvo,volvo-s60,2018.0,21-aug-2018,luxury sedan,parf car,0,1612.0,180.0,1969.0,1.0,14730.0,32809,37675.0,76800.0
hyundai,hyundai-verna,2006.0,17-mar-2006,mid-sized sedan,"coe car, premium ad car",0,1263.0,69.0,1399.0,2.0,9600.0,49541,8673.0,16800.0
nissan,nissan-teana,2015.0,14-jan-2016,luxury sedan,"parf car, premium ad car",0,1510.0,127.0,2488.0,2.0,13170.0,57501,24135.0,32800.0
lexus,lexus-is,2009.0,28-aug-2009,luxury sedan,coe car,0,1625.0,153.0,2500.0,4.0,12060.0,35411,17269.0,58800.0
bmw,bmw-218i,2021.0,27-oct-2021,luxury sedan,parf car,0,1375.0,100.0,1499.0,1.0,18140.0,70200,83452.0,154800.0
kia,kia-stinger,2017.0,28-dec-2017,luxury sedan,parf car,0,1780.0,272.0,3342.0,5.0,22330.0,47002,48972.0,99800.0
porsche,porsche-boxster,2009.0,15-jul-2009,sports car,"coe car, consignment car, low mileage car",0,1455.0,228.0,3436.0,6.0,24380.0,35411,17269.0,118888.0
kia,kia-niro,2017.0,27-apr-2017,suv,"parf car, hybrid cars, sgcarmart warranty cars",0,1425.0,103.0,1580.0,1.0,17220.0,54000,18460.0,51800.0
honda,honda-shuttle,2016.0,24-oct-2016,stationwagon,"parf car, premium ad car, hybrid cars",0,1190.0,101.0,1496.0,3.0,16050.0,49156,13814.0,37800.0
bmw,bmw-active,2012.0,21-jun-2012,luxury sedan,"coe car, premium ad car, hybrid cars",0,1850.0,250.0,2979.0,2.0,15690.0,79034,60347.0,119800.0
audi,audi-a5,2011.0,21-mar-2012,luxury sedan,"coe car, premium ad car, low mileage car",0,1615.0,155.0,1984.0,5.0,13800.0,60586,44734.0,101888.0
kia,kia-sportage,2016.0,20-jul-2016,suv,parf car,0,1500.0,114.0,1999.0,1.0,16370.0,56089,26746.0,46777.0
toyota,toyota-dyna,2016.0,29-jul-2016,truck,direct owner sale,1,1780.0,19.0,2982.0,2.0,15130.0,37589,7652.0,30800.0
honda,honda-civic,2008.0,08-mar-2010,mid-sized sedan,"coe car, direct owner sale, hybrid cars",0,1290.0,70.0,1339.0,3.0,11690.0,33207,18751.0,66000.0
mercedes-benz,mercedes-benz-e200,2014.0,22-jun-2015,luxury sedan,parf car,0,1655.0,135.0,1991.0,3.0,17960.0,75000,35396.0,43500.0
kia,kia-carens,2017.0,25-may-2017,mpv,"parf car, premium ad car",0,1525.0,104.0,1685.0,1.0,12460.0,54406,24222.0,41800.0
audi,audi-s5,2010.0,26-oct-2010,sports car,"coe car, premium ad car, low mileage car",0,1875.0,245.0,2995.0,6.0,14430.0,33568,20582.0,88500.0
mercedes-benz,mercedes-benz-amg,2018.0,08-aug-2018,suv,parf car,0,1785.0,155.0,1991.0,2.0,26140.0,33900,59299.0,138800.0
